1.543761235321249948e-03 6.273351745711184353e-04
1.550178981636574690e-03 7.055601789134613444e-04
1.542446017894991313e-03 6.109029456574817645e-04
1.547262844309842730e-03 6.330120217181077437e-04
1.537215088301022723e-03 6.187474674657018935e-04
1.539409556893188077e-03 6.067808557713454034e-04
1.534481573563874213e-03 5.928391683240394469e-04
1.538099999504197960e-03 6.109399279968302180e-04
1.536574229729182478e-03 6.768138878308068785e-04
1.542936096409190921e-03 5.934002945823557999e-04
1.535375291461984820e-03 6.316212458758943679e-04
1.543422339292770118e-03 6.174938279714017181e-04
1.553898280891582735e-03 6.211182067964208468e-04
1.543370576733496318e-03 6.071430089675396938e-04
1.529352633473394715e-03 6.054376286131955788e-04
1.534080756512466335e-03 6.303176584705685740e-04
1.550656397190912621e-03 6.044487068903468732e-04
1.535950613380993902e-03 6.025654555537565031e-04
1.533808190035129996e-03 6.301449641939485492e-04
1.530333492777666369e-03 6.348115661631267880e-04
1.540903285760177174e-03 5.948764576627770754e-04
1.537267809173015632e-03 6.137617145021761686e-04
1.539290361763855433e-03 6.318126181218865082e-04
1.537070666772581565e-03 6.217846470065795062e-04
1.539493408177091587e-03 6.118212522659229090e-04
1.537084649234192859e-03 5.969811031892787454e-04
1.531739631545819390e-03 6.230156694835541900e-04
1.538260759707254632e-03 6.002321531635961948e-04
1.529894501743946913e-03 6.620828459844765174e-04
1.532914907231155022e-03 5.941321156148017318e-04
1.539332136713297610e-03 6.432433200828775689e-04
1.543426979321337435e-03 6.263070145822239839e-04
1.538028129080377558e-03 5.950359083106140576e-04
1.534550237614702196e-03 6.236608250888277206e-04
1.539499225824387347e-03 6.832811335185440867e-04
1.529694820673584707e-03 6.106001542530965038e-04
1.536534369527988927e-03 6.141401073836957923e-04
1.538183376775537027e-03 6.410396912809118936e-04
1.529921523963208600e-03 6.030123171282349061e-04
1.531339005435641571e-03 6.165862898613302728e-04
1.536418818659397332e-03 5.954790965574187399e-04
1.533208597768235181e-03 6.001868171897487610e-04
1.537601037093789614e-03 5.990311537953983776e-04
1.535608879041726934e-03 5.932318770072804361e-04
1.538030461022945423e-03 6.301575137871344781e-04
1.529944447316645625e-03 6.014587854639099783e-04
1.542021097787294077e-03 5.982952424730262394e-04
1.530676882517386338e-03 5.996386091932979058e-04
1.539590868081021531e-03 6.764426459104286304e-04
1.536902463748964073e-03 5.957693906877819384e-04
1.528956101055684155e-03 5.960952053365930429e-04
1.534146373189745503e-03 6.584589157005508704e-04
1.536867373309359691e-03 6.567433133426887068e-04
1.539608682965771863e-03 6.147369159992833185e-04
1.540275994096322208e-03 5.968193035042261519e-04
1.537503106296090813e-03 6.154970305188831080e-04
1.538504116847205739e-03 6.054034343957248121e-04
1.531789660853002293e-03 5.973108093089143575e-04
1.534862435024814467e-03 6.577015591027322210e-04
1.539118300908523702e-03 6.142077771952521347e-04
1.533732263935628668e-03 5.958015451185988843e-04
1.536568699868366694e-03 6.450652261820092161e-04
1.540563097279216151e-03 5.916372508676075040e-04
1.535689200144809818e-03 5.943416037098127932e-04
1.547208110454935566e-03 6.620561136562542809e-04
1.536753683859092695e-03 6.046325596336216916e-04
1.538656943174620227e-03 5.989621639163543150e-04
1.528945950278160935e-03 6.455678192542135081e-04
1.530767252955845007e-03 6.022732010507646444e-04
1.536052880634649828e-03 6.090794784989440273e-04
1.534326842894050266e-03 6.621072104792169498e-04
1.541206009511340543e-03 5.925790885070067156e-04
1.531202930764570839e-03 6.139801406661304093e-04
1.534794048147693213e-03 6.311197125835693806e-04
1.541991674864154728e-03 6.010897990218037629e-04
1.526476160454984287e-03 6.378231174473635023e-04
1.537558948609328959e-03 5.977990986871968560e-04
1.530081235467602423e-03 5.900535288951735307e-04
1.534594059218224527e-03 6.463182647583584671e-04
1.530816998275270338e-03 6.410324177898294633e-04
1.532868477826868948e-03 6.478492600155377843e-04
1.539364065315126017e-03 6.868941661275002790e-04
1.537417977991092531e-03 6.010660333355908333e-04
1.540986120405452150e-03 6.235015554187558475e-04
1.528642445438720826e-03 6.040970011841534154e-04
1.534506589496023978e-03 5.924059999593418420e-04
1.533292925015797585e-03 6.025059790196622472e-04
1.535285288967483570e-03 6.016340001451144772e-04
1.530773508875196134e-03 6.147954937888028271e-04
1.537554816279272695e-03 6.573377618248587564e-04
1.540731532571798556e-03 6.602995428999215667e-04
1.531494206925329083e-03 6.185619543131492312e-04
1.531017827151041422e-03 6.198527096640617283e-04
1.543758651081433885e-03 6.107697863426483778e-04
1.550778609185766771e-03 6.576271642786610250e-04
1.538712345146460046e-03 6.213869024073217498e-04
1.533923703419052143e-03 6.202934886209093097e-04
1.537288809013058737e-03 5.887123014123033437e-04
1.539646559036604101e-03 7.432557737415047437e-04
1.529559859900260802e-03 6.103888141808563178e-04
1.539241910537604520e-03 5.979350066574235954e-04
1.534895543359057280e-03 5.927840395810958420e-04
1.537801588707167965e-03 6.110821877010260425e-04
1.534364534630768993e-03 6.089576953857109591e-04
1.539814399127030714e-03 6.096044515182815577e-04
1.535146324695482994e-03 6.111353822262295720e-04
1.543481640527526177e-03 6.104337009341891237e-04
1.535532640545345540e-03 6.383757945591443357e-04
1.534042434143484184e-03 5.968450336614018270e-04
1.542466236247670231e-03 5.995229134398077442e-04
1.534947208319249051e-03 6.702203653844175093e-04
1.532185585903776594e-03 6.163984653009972657e-04
1.538809928797098400e-03 6.153751033802112207e-04
1.528683402229085407e-03 6.009456228443501788e-04
1.538449805670376661e-03 6.101851060592132373e-04
1.533867145733956976e-03 5.996883471698744679e-04
1.531309423320905468e-03 6.356841569675194615e-04
1.533011653123082015e-03 6.070508398318106864e-04
1.545159454669599005e-03 6.019227973883751245e-04
1.539194819253976746e-03 6.039393541415376612e-04
1.536278389218684705e-03 6.194098126868740868e-04
1.542725843183957333e-03 7.220462770288992287e-04
1.543021488821473639e-03 6.614166764508697767e-04
1.531948403816210495e-03 6.193963181840804596e-04
1.545634964432987405e-03 6.400272489109485371e-04
1.530146316805861082e-03 6.391897188740893474e-04
1.550371062202443541e-03 6.066041099519059324e-04
1.533260769318361668e-03 5.862856988722870560e-04
1.531910131525327781e-03 5.749923732844690631e-04
1.533609442016721849e-03 5.937415718190215555e-04
1.540420272529698488e-03 5.957460720325286757e-04
1.531445314485599656e-03 6.044966253299516052e-04
1.529222020566976294e-03 6.224862364367885533e-04
1.535124017740185963e-03 5.990316058356810790e-04
1.540956307825035870e-03 6.086173907058354052e-04
1.531503518554725015e-03 6.324835337211676123e-04
1.541513794151084084e-03 6.069576553435874306e-04
1.532083434415077751e-03 6.591985157045787041e-04
1.537884154988224724e-03 6.195258040082999348e-04
1.533201686162790093e-03 5.860702018367133087e-04
1.535623046295663333e-03 6.054132818161509942e-04
1.531717044238896114e-03 6.130787321364940907e-04
